SalesID,OrderID,ProductID,CustomerID,RegionID,Quantity,SalesAmount,SalesDate
1204,1107,2,71,38,15,45122,2023-12-30
1205,1199,4,79,9,17,7035,2022-03-24
1206,1193,3,30,17,8,16128,2023-09-05
1207,1398,5,29,49,19,5901,2023-05-30
1208,1233,2,94,14,16,9649,2024-01-14
1209,1366,1,42,16,2,44655,2023-03-03
1210,1216,8,78,19,5,9050,2024-01-07
1211,1355,7,18,7,2,39872,2024-12-15
1212,1083,3,37,45,17,15953,2024-09-05
1213,1318,8,48,34,5,5524,2024-07-01
1214,1271,7,92,22,17,44720,2024-03-22
1215,1242,7,37,8,5,42953,2022-02-22
1216,1377,7,59,47,13,33689,2023-12-19
1217,1086,5,43,39,13,30935,2022-09-14
1218,1332,2,52,16,6,17292,2023-01-30
1219,1429,2,81,1,18,3558,2022-11-11
1220,1388,5,80,3,6,17672,2023-07-24
1221,1084,3,35,17,8,5355,2023-06-24
1222,1339,1,44,39,14,48913,2024-04-16
1223,1182,3,19,9,8,29531,2023-07-14
1224,1050,2,90,24,11,23489,2023-08-22
1225,1215,8,25,6,12,23362,2022-01-22
1226,1080,3,10,4,17,21849,2022-02-26
1227,1268,3,80,49,6,6547,2023-05-17
1228,1166,3,58,40,19,9397,2023-03-17
1229,1472,1,86,16,10,14607,2022-06-18
1230,1098,5,1,26,17,21193,2024-11-07
1231,1212,6,97,5,9,12599,2024-12-02
1232,1487,2,62,21,17,38442,2023-03-29
1233,1195,6,29,27,9,16142,2024-05-26
1234,1288,7,28,47,14,39032,2022-12-18
1235,1254,2,50,16,19,27219,2022-02-03
1236,1002,3,2,7,10,28504,2023-03-16
1237,1178,3,4,3,15,13189,2023-12-08
1238,1064,4,42,22,16,19432,2023-05-21
1239,1204,2,19,21,4,47117,2024-04-23
1240,1305,3,74,37,5,28373,2024-02-05
1241,1347,5,16,10,8,28905,2022-11-29
1242,1017,7,76,21,19,21332,2024-03-20
1243,1430,5,81,40,18,20948,2024-08-31
1244,1274,6,43,12,17,14108,2022-10-20
1245,1309,3,51,29,8,3972,2023-05-04
1246,1091,2,39,44,1,8712,2022-06-09
1247,1044,6,61,33,16,45874,2024-02-15
1248,1221,7,11,42,16,29636,2022-01-04
1249,1325,7,71,8,1,46630,2024-04-19
1250,1293,2,11,33,18,12847,2024-03-30
1251,1039,1,40,49,18,25355,2024-01-11
1252,1234,2,5,24,16,32403,2023-04-06
1253,1067,4,11,7,3,3365,2022-12-30
1254,1263,5,58,21,15,41103,2022-07-18
1255,1243,4,100,41,17,37168,2022-01-10
1256,1324,4,45,16,15,13497,2024-10-27
1257,1206,1,68,48,3,35593,2022-02-16
1258,1498,4,92,26,1,47028,2022-07-19
1259,1489,1,57,1,2,26978,2022-09-13
1260,1346,5,87,15,19,10836,2023-02-04
1261,1353,7,36,31,6,16935,2024-03-27
1262,1474,8,55,18,11,3206,2024-04-04
1263,1232,7,46,6,11,1354,2023-10-27
1264,1204,7,83,31,16,24015,2023-07-06
1265,1405,6,60,2,19,37937,2024-10-16
1266,1285,5,93,30,7,36834,2024-06-16
1267,1417,1,7,30,1,3548,2022-03-13
1268,1082,2,43,21,6,12724,2024-06-29
1269,1229,7,83,49,18,34665,2023-04-22
1270,1259,5,37,14,19,32897,2022-01-03
1271,1197,5,94,30,18,42123,2024-03-09
1272,1162,3,49,27,6,30290,2022-11-19
1273,1401,4,34,46,11,10092,2022-01-20
1274,1291,5,9,14,6,37333,2024-04-09
1275,1196,5,94,34,14,49089,2024-09-09
1276,1194,6,95,6,15,10812,2022-04-21
1277,1460,6,60,15,9,38643,2024-04-05
1278,1270,5,85,11,17,23534,2022-05-06
1279,1340,3,92,50,15,6570,2022-12-20
1280,1107,1,22,47,6,26463,2022-05-05
1281,1117,1,37,35,12,18376,2022-08-19
1282,1453,7,69,42,7,28609,2023-05-16
1283,1321,8,78,3,13,3845,2022-02-06
1284,1060,2,32,23,10,25336,2022-11-24
1285,1180,7,33,23,3,1673,2023-12-11
1286,1278,3,10,40,7,19945,2023-08-25
1287,1298,1,25,44,3,11619,2022-03-28
1288,1081,6,80,49,14,6397,2023-01-13
1289,1183,2,48,30,2,13456,2024-06-23
1290,1221,2,77,11,15,11997,2022-10-28
1291,1195,1,24,25,13,2778,2023-09-16
1292,1354,4,94,28,11,15128,2022-08-10
1293,1130,1,79,12,12,3183,2022-06-02
1294,1135,1,18,7,12,516,2023-04-13
1295,1195,3,31,15,1,15067,2022-08-17
1296,1472,7,34,5,4,43780,2023-07-16
1297,1428,1,3,37,11,34224,2022-07-07
1298,1371,1,59,13,8,49820,2022-10-10
1299,1147,7,95,43,16,49088,2023-10-18
1300,1036,2,95,12,10,22890,2022-03-16
1301,1113,8,76,46,10,43927,2023-07-20
1302,1156,7,48,14,3,39737,2024-05-28
1303,1321,4,73,41,6,29252,2023-09-03
1304,1193,5,6,15,6,44715,2022-01-02
1305,1259,2,88,2,2,48368,2022-09-19
1306,1317,3,43,39,12,26124,2023-09-07
1307,1472,1,19,23,15,43674,2022-10-29
1308,1072,8,88,50,17,22519,2024-06-19
1309,1299,3,49,50,7,48366,2022-08-18
1310,1372,3,68,7,17,8072,2023-10-28
1311,1439,2,7,10,6,2447,2022-01-17
1312,1216,7,34,23,13,38772,2022-07-06
1313,1157,4,18,41,6,3171,2023-09-23
1314,1498,6,26,47,2,22472,2023-01-23
1315,1245,2,23,1,3,36085,2024-06-10
1316,1256,8,96,18,7,8753,2022-08-24
1317,1217,8,47,39,1,33155,2022-12-25
1318,1403,3,95,21,10,9935,2024-03-31
1319,1296,6,34,35,8,1087,2022-12-01
1320,1491,3,27,50,6,13951,2023-06-22
1321,1107,3,45,34,17,11221,2022-12-27
1322,1279,5,39,10,2,3131,2022-01-03
1323,1218,7,4,2,18,43494,2024-09-07
1324,1272,1,33,43,16,24994,2022-07-15
1325,1025,3,70,17,19,2814,2024-02-03
1326,1236,6,28,8,11,2080,2023-12-22
1327,1302,4,7,48,17,556,2023-11-17
1328,1006,1,6,7,12,37484,2024-05-27
1329,1211,4,81,31,12,11118,2024-11-29
1330,1253,1,89,21,5,41658,2022-02-13
1331,1015,2,6,33,9,3418,2023-08-08
1332,1122,5,56,46,9,693,2023-07-24
1333,1137,5,60,21,16,34556,2024-04-07
1334,1449,4,89,1,4,40812,2023-05-29
1335,1253,2,61,35,3,49586,2022-10-08
1336,1438,2,95,47,4,12606,2022-12-25
1337,1416,6,86,43,19,42142,2022-12-08
1338,1315,3,38,13,7,47413,2023-11-14
1339,1474,8,83,19,9,13127,2022-07-12
1340,1130,8,93,41,12,670,2023-09-03
1341,1478,6,62,1,3,34133,2023-07-02
1342,1065,3,86,10,14,45774,2024-07-22
1343,1038,4,78,48,10,16184,2023-06-21
1344,1292,3,16,43,19,20975,2022-01-10
1345,1059,3,53,40,12,45780,2023-10-17
1346,1041,5,40,15,1,49907,2023-04-27
1347,1127,8,32,48,1,28083,2024-12-01
1348,1411,8,11,40,15,6536,2022-05-08
1349,1273,6,66,45,8,29987,2023-02-13
1350,1005,3,19,34,17,11603,2024-06-17
1351,1388,2,79,8,15,18500,2023-07-28
1352,1148,6,54,43,13,25834,2022-07-17
1353,1080,7,23,18,8,11761,2023-11-04
1354,1083,8,19,44,9,1620,2024-08-30
1355,1393,8,100,46,13,16714,2022-02-03
1356,1238,6,14,42,11,9942,2024-04-29
1357,1331,2,43,6,9,37411,2022-12-12
1358,1218,1,15,40,5,1046,2024-11-05
1359,1295,8,60,19,13,31358,2023-06-30
1360,1228,3,96,21,9,19504,2022-11-13
1361,1193,2,12,27,10,27426,2024-05-14
1362,1396,2,82,15,4,40795,2024-03-18
1363,1016,7,50,32,19,23643,2022-01-31
1364,1099,8,94,34,2,15507,2022-06-04
1365,1243,3,71,4,16,40433,2024-11-11
1366,1350,2,48,16,13,41775,2024-07-05
1367,1336,3,14,3,11,49511,2023-07-14
1368,1445,7,51,29,2,15987,2024-04-06
1369,1319,5,11,5,17,31479,2024-04-01
1370,1206,3,65,44,5,42814,2024-03-19
1371,1473,6,59,16,11,40604,2023-03-30
1372,1084,6,10,11,2,9063,2023-11-12
1373,1297,3,91,8,7,25174,2023-09-28
1374,1220,7,80,22,5,34584,2024-08-15
1375,1087,3,64,34,14,25141,2023-05-16
1376,1295,3,17,45,1,49454,2024-07-17
1377,1272,4,29,33,2,13085,2024-12-25
1378,1447,6,76,47,3,18262,2024-04-06
1379,1021,6,95,46,4,2100,2022-07-18
1380,1068,2,67,7,12,26422,2023-06-05
1381,1457,7,56,20,6,39538,2022-10-19
1382,1385,5,19,10,10,3811,2024-11-01
1383,1011,8,68,41,15,35138,2024-01-30
1384,1307,7,100,18,5,45084,2023-12-09
1385,1387,2,61,38,17,12827,2024-02-24
1386,1290,8,64,30,16,35073,2024-04-02
1387,1037,6,100,8,19,20376,2024-11-22
1388,1317,1,92,15,16,42481,2023-01-30
1389,1062,5,97,31,3,35074,2024-01-19
1390,1261,5,30,39,14,35667,2023-09-14
1391,1232,5,76,19,6,12167,2022-03-04
1392,1405,6,42,6,13,3849,2022-10-27
1393,1424,4,31,31,2,37148,2023-06-01
1394,1152,4,44,38,6,26839,2023-01-10
1395,1089,2,23,28,13,31732,2024-07-23
1396,1376,6,53,16,6,34508,2023-02-21
1397,1024,3,95,44,7,11958,2022-09-25
1398,1109,1,87,29,14,14688,2023-12-16
1399,1258,6,2,19,15,46003,2023-08-20
1400,1083,2,85,27,10,41532,2024-09-22
1401,1135,8,68,39,11,12245,2024-09-09
1402,1410,8,89,29,10,40874,2024-05-23
1403,1195,2,30,12,9,38022,2022-03-08
1404,1225,6,33,4,6,22560,2024-06-28
1405,1364,5,66,35,14,44400,2024-07-07
1406,1300,6,7,36,2,5301,2024-03-01
1407,1172,4,78,45,4,39834,2022-04-27
1408,1415,2,78,45,12,29282,2022-12-20
1409,1448,3,73,19,2,11977,2024-03-28
1410,1372,2,45,7,11,40820,2024-12-03
1411,1329,4,71,20,16,10392,2024-09-03
1412,1379,6,26,27,10,8305,2023-04-10
1413,1033,7,9,30,14,9727,2023-02-02
1414,1106,6,38,9,12,34096,2022-11-15
1415,1410,2,8,26,10,1567,2023-03-03
1416,1022,1,21,9,12,15921,2022-04-20
1417,1298,1,23,19,3,44585,2024-08-28
1418,1077,1,10,45,7,38635,2023-02-18
1419,1163,1,23,20,3,37911,2024-05-27
1420,1015,7,95,9,17,22356,2023-07-25
1421,1167,2,30,20,15,28168,2022-08-31
1422,1150,7,79,29,7,1055,2023-01-08
1423,1348,3,71,5,9,5417,2023-01-27
1424,1392,8,46,46,14,30894,2024-03-26
1425,1032,8,57,43,4,48979,2023-06-01
1426,1189,7,17,20,3,11016,2024-01-04
1427,1198,5,84,35,14,20771,2024-04-24
1428,1174,5,24,18,13,32014,2024-04-18
1429,1331,1,13,24,6,46241,2024-08-31
1430,1059,3,85,12,1,20109,2024-07-25
1431,1312,6,67,21,17,20738,2024-03-22
1432,1483,5,86,25,6,28099,2022-05-06
1433,1274,6,36,49,5,11284,2024-10-03
1434,1430,3,81,28,9,44687,2022-03-20
1435,1470,3,80,45,16,28738,2023-06-22
1436,1132,1,59,25,4,5274,2024-01-21
1437,1323,3,38,7,9,37924,2024-12-08
1438,1037,3,43,19,18,45981,2023-07-30
1439,1201,2,84,15,8,24549,2022-03-26
1440,1341,8,69,32,14,7370,2022-07-29
1441,1393,3,100,34,19,48272,2022-09-30
1442,1089,1,82,44,11,2648,2022-04-09
1443,1486,7,94,5,17,46100,2024-05-23
1444,1106,2,60,38,7,20839,2023-12-18
1445,1270,8,59,47,6,36279,2024-07-03
1446,1189,5,13,21,11,27601,2024-03-01
1447,1486,7,14,30,8,14974,2023-11-12
1448,1448,8,16,31,1,9693,2022-10-10
1449,1106,2,54,20,10,25452,2023-08-07
1450,1141,6,85,7,1,1049,2023-06-12
1451,1400,3,56,20,12,7599,2022-05-06
1452,1035,6,52,2,8,48979,2022-09-17
1453,1224,2,18,31,17,5591,2024-09-25
1454,1494,4,34,36,7,12245,2022-11-16
1455,1185,3,39,48,16,1615,2022-12-06
1456,1245,4,10,22,19,47728,2023-08-24
1457,1071,7,5,20,12,20540,2023-11-26
1458,1449,1,65,36,9,32036,2023-06-16
1459,1345,8,98,49,10,29092,2024-11-01
1460,1400,2,4,14,8,38351,2022-09-12
1461,1263,1,64,9,16,9762,2022-07-31
1462,1186,6,43,45,19,4669,2023-08-12
1463,1075,3,91,20,5,44322,2024-05-17
1464,1019,8,69,1,13,1581,2024-03-15
1465,1270,3,85,23,10,17769,2022-09-20
1466,1064,1,93,22,7,26071,2024-12-20
1467,1142,6,72,38,19,10934,2024-08-07
1468,1161,5,66,11,15,11261,2023-08-16
1469,1032,1,78,10,4,11114,2024-01-09
1470,1361,5,42,21,9,38620,2024-11-03
1471,1487,2,100,29,9,1630,2022-02-23
1472,1130,8,27,20,8,29535,2022-12-04
1473,1480,8,35,2,2,46035,2024-12-10
1474,1028,3,89,3,2,16881,2022-04-10
1475,1189,8,8,15,18,30048,2024-10-02
1476,1211,3,54,6,13,15029,2023-11-25
1477,1254,8,29,13,17,37092,2023-01-15
1478,1353,2,20,42,5,11716,2024-07-07
1479,1145,5,89,23,10,39775,2022-04-14
1480,1413,6,38,34,3,18637,2023-09-29
1481,1160,2,13,35,12,32548,2022-03-23
1482,1237,2,15,8,19,42829,2023-10-03
1483,1254,1,41,47,4,43012,2022-03-30
1484,1330,5,78,13,15,15639,2023-09-16
1485,1428,6,99,49,5,4876,2024-06-24
1486,1463,3,51,16,10,9876,2024-11-01
1487,1148,1,23,25,13,49592,2023-01-31
1488,1477,7,95,50,16,27704,2022-12-19
1489,1064,5,30,25,12,32533,2024-01-14
1490,1052,3,8,18,16,27928,2023-10-23
1491,1309,4,57,42,14,48373,2022-12-11
1492,1333,7,49,43,9,43555,2022-01-18
1493,1318,6,46,40,9,13494,2024-03-02
1494,1222,3,85,25,16,5264,2023-02-12
1495,1088,8,82,8,13,37569,2022-01-29
1496,1105,5,49,22,6,15391,2024-08-23
1497,1154,5,3,40,6,8834,2022-10-07
1498,1140,3,57,3,16,41649,2022-09-29
1499,1072,8,18,9,10,33567,2023-09-10
1500,1110,7,90,34,13,30037,2024-12-11
1501,1344,3,25,49,4,13507,2022-09-12
1502,1235,1,25,14,3,5543,2024-11-16
1503,1086,3,58,11,5,2754,2023-11-11
1504,1248,4,25,14,8,8893,2022-04-22
1505,1213,6,31,36,17,19974,2022-07-04
1506,1345,7,27,31,18,12719,2023-05-16
1507,1028,2,91,17,9,1673,2022-10-27
1508,1077,2,26,21,13,46762,2023-10-14
1509,1481,5,23,47,15,7483,2022-10-16
1510,1200,7,60,30,16,15233,2024-05-21
1511,1321,4,46,40,2,36628,2024-10-30
1512,1053,3,13,1,16,8797,2023-04-11
1513,1416,1,91,46,18,14454,2023-12-21
1514,1176,3,20,20,11,22603,2023-10-25
1515,1126,5,61,13,5,24210,2024-09-14
1516,1336,7,85,20,15,1417,2023-06-03
1517,1499,1,44,36,8,38145,2024-08-08
1518,1318,5,63,33,11,36037,2023-02-21
1519,1164,4,78,47,18,17892,2022-10-12
1520,1258,4,48,19,12,41428,2022-08-08
1521,1043,8,86,8,9,3708,2023-06-25
1522,1379,6,76,31,16,1172,2024-04-28
1523,1112,1,29,29,13,2328,2023-03-12
1524,1481,3,83,8,14,42589,2022-04-26
1525,1447,5,94,30,12,37575,2022-09-13
1526,1067,5,75,28,13,19491,2023-07-05
1527,1046,2,53,22,18,24715,2024-04-07
1528,1472,1,64,27,10,9636,2022-06-12
1529,1074,4,4,35,11,21006,2023-06-09
1530,1224,5,99,4,10,44804,2023-02-12
1531,1083,2,72,7,19,6484,2022-07-04
1532,1242,4,52,20,19,24224,2023-07-05
1533,1288,5,94,50,19,46799,2022-01-30
1534,1085,3,70,21,11,38755,2024-02-08
1535,1382,6,18,50,14,36586,2023-03-13
1536,1103,5,24,48,2,24430,2022-05-17
1537,1044,6,77,26,9,43302,2023-03-23
1538,1138,8,23,39,3,10253,2022-02-17
1539,1232,3,75,10,17,2801,2024-04-23
1540,1045,5,78,27,13,31096,2023-08-02
1541,1248,5,72,30,9,43017,2022-12-07
1542,1250,1,94,42,9,26383,2022-04-14
1543,1271,5,4,30,8,39519,2023-07-18
1544,1091,2,73,25,8,40863,2022-09-23
1545,1409,8,9,17,7,38584,2022-09-08
1546,1149,8,21,35,15,32246,2023-04-17
1547,1263,4,90,26,7,21400,2022-07-12
1548,1273,1,6,47,12,22123,2023-02-24
1549,1214,1,43,23,12,36475,2023-09-05
1550,1423,2,46,6,14,44748,2024-07-22
1551,1045,6,38,27,12,45192,2022-10-31
1552,1146,2,8,17,16,48077,2024-07-12
1553,1382,6,70,7,4,47821,2024-11-04
1554,1145,8,5,1,7,3606,2022-11-07
1555,1045,2,5,8,14,9375,2022-12-13
1556,1490,2,12,3,18,43956,2024-12-29
1557,1335,2,25,29,15,44809,2022-10-04
1558,1279,1,5,39,8,47827,2024-02-18
1559,1401,4,87,14,11,12649,2023-02-15
1560,1098,1,90,34,14,42119,2023-01-15
1561,1257,7,12,12,17,46170,2024-08-11
1562,1392,5,37,29,13,10036,2022-09-02
1563,1452,5,82,28,19,22330,2023-07-04
1564,1177,7,73,47,4,32688,2022-03-16
1565,1391,6,28,35,2,2568,2023-12-16
1566,1412,5,77,10,6,27895,2022-10-16
1567,1414,6,25,43,3,24849,2023-04-27
1568,1333,5,63,42,4,37372,2023-04-13
1569,1052,8,28,24,5,28689,2024-05-18
1570,1413,7,96,5,3,45618,2022-11-03
1571,1336,4,16,15,5,33223,2024-12-14
1572,1357,7,59,39,4,44536,2022-09-17
1573,1490,1,29,29,19,30372,2023-01-04
1574,1184,8,50,21,11,25902,2024-02-08
1575,1002,3,9,25,13,20208,2023-02-23
1576,1433,3,59,45,17,42505,2024-02-29
1577,1406,5,8,42,9,43473,2023-01-14
1578,1234,7,5,20,7,7645,2022-01-27
1579,1459,1,72,31,1,29964,2023-04-01
1580,1048,5,73,17,1,31798,2024-04-07
1581,1051,7,12,21,18,33024,2022-04-17
1582,1316,6,63,1,13,15059,2022-01-08
1583,1183,5,42,23,18,10314,2022-03-14
1584,1159,2,97,27,10,5442,2022-10-03
1585,1304,6,60,29,5,18938,2024-12-25
1586,1149,2,22,27,17,3082,2023-08-22
1587,1483,8,53,18,6,11023,2024-01-25
1588,1085,7,69,37,12,5857,2022-12-22
1589,1059,8,1,48,10,28824,2024-03-17
1590,1420,6,71,5,7,42741,2023-02-27
1591,1132,3,5,14,2,3720,2022-05-01
1592,1297,3,92,9,14,21241,2024-08-28
1593,1323,3,94,35,2,32240,2022-10-22
1594,1345,8,41,43,5,35929,2024-11-13
1595,1190,7,70,38,8,7214,2022-03-08
1596,1112,3,85,3,19,38379,2022-11-30
1597,1087,3,56,35,5,9585,2024-01-16
1598,1373,1,89,8,16,22027,2023-12-26
1599,1200,5,7,15,12,41971,2024-10-29
1600,1086,3,34,48,16,30210,2023-01-22
1601,1496,4,81,15,9,45843,2024-11-16
1602,1183,8,38,26,12,26617,2022-07-04
1603,1094,1,72,23,4,49736,2023-08-18
1604,1403,4,55,12,12,42322,2023-09-03
1605,1475,1,30,18,12,8645,2022-08-02
1606,1031,5,71,12,12,46167,2024-05-12
1607,1111,2,8,5,7,34788,2023-01-03
1608,1138,1,34,46,1,20404,2022-05-25
1609,1163,4,46,2,1,25389,2022-06-10
1610,1007,5,4,12,12,9119,2024-05-18
1611,1318,1,11,20,5,19282,2023-06-09
1612,1187,6,100,34,14,2355,2023-01-05
1613,1263,8,89,40,6,5846,2023-03-09
1614,1232,6,25,28,14,32283,2024-07-19
1615,1397,2,88,35,17,17705,2023-08-07
1616,1141,2,69,23,2,1925,2022-03-04
1617,1016,4,60,16,1,30502,2024-07-23
1618,1108,6,13,21,12,38545,2022-12-26
1619,1474,3,13,20,13,47430,2024-10-27
1620,1434,1,32,41,5,23969,2022-07-02
1621,1305,4,84,45,9,597,2022-12-18
1622,1380,4,8,44,12,1309,2022-08-19
1623,1412,2,87,4,1,43744,2024-09-10
1624,1151,5,64,13,15,39805,2024-01-21
1625,1151,7,81,43,11,29203,2023-06-16
1626,1056,4,2,9,14,12081,2022-02-26
1627,1433,7,12,5,8,22998,2023-12-05
1628,1499,3,69,14,10,29489,2024-08-09
1629,1032,2,47,37,19,34706,2024-10-23
1630,1317,6,86,45,13,37545,2022-11-18
1631,1078,8,68,43,5,16503,2022-09-18
1632,1293,2,81,18,16,30351,2022-04-02
1633,1027,6,52,49,19,2797,2023-12-07
1634,1076,7,34,47,12,49098,2024-09-07
1635,1404,6,52,23,12,37977,2022-01-07
1636,1446,5,95,5,10,47989,2022-09-08
1637,1014,7,83,43,11,5615,2022-09-27
1638,1208,2,16,39,16,3580,2024-12-26
1639,1206,5,47,48,11,28382,2022-09-03
1640,1271,8,24,5,7,8083,2023-09-14
1641,1373,5,9,18,2,1372,2022-12-15
1642,1427,8,87,25,14,14309,2022-02-01
1643,1363,1,30,37,10,26495,2022-08-21
1644,1467,1,28,44,16,38622,2022-01-30
1645,1325,6,32,44,3,41901,2022-09-06
1646,1111,6,67,17,8,27717,2022-07-20
1647,1252,2,82,28,17,11099,2022-09-19
1648,1162,4,64,46,12,28872,2023-09-25
1649,1021,8,45,38,19,31281,2024-05-29
1650,1269,6,13,35,7,39717,2023-11-04
1651,1040,7,3,9,4,4988,2024-05-27
1652,1446,2,93,37,8,30094,2024-11-10
1653,1059,6,5,19,12,17331,2022-06-28
1654,1212,5,30,43,8,4116,2024-12-06
1655,1119,8,60,2,6,10588,2023-04-07
1656,1417,7,44,11,19,45392,2024-08-02
1657,1329,8,97,2,16,31078,2023-09-28
1658,1197,7,22,27,12,22700,2022-03-28
1659,1017,3,75,37,7,38622,2024-10-24
1660,1221,2,77,19,8,38929,2024-04-20
1661,1136,7,59,23,19,47360,2024-11-01
1662,1398,6,58,31,3,35260,2024-03-07
1663,1012,7,24,20,4,28469,2022-02-24
1664,1144,5,70,28,2,44408,2023-09-17
1665,1088,7,46,13,19,27858,2023-02-07
1666,1361,5,65,44,9,1518,2024-11-08
1667,1248,2,27,2,19,39158,2024-02-07
1668,1020,4,30,26,10,45846,2023-01-03
1669,1381,5,94,48,3,17620,2022-12-25
1670,1226,7,37,9,4,41837,2023-03-30
1671,1036,6,14,25,9,10537,2024-01-05
1672,1464,4,98,32,6,34426,2024-01-17
1673,1215,4,88,13,13,46142,2023-12-04
1674,1036,6,98,40,16,43380,2023-07-21
1675,1319,1,68,11,3,10203,2022-12-19
1676,1368,2,63,16,17,2972,2024-01-05
1677,1160,8,57,4,17,14010,2022-07-05
1678,1102,7,41,12,8,42232,2024-07-17
1679,1016,8,5,7,1,36969,2023-02-02
1680,1010,8,100,46,13,38758,2022-05-13
1681,1117,4,7,34,2,17245,2024-03-24
1682,1147,7,71,22,11,36933,2022-11-22
1683,1027,8,60,7,8,24886,2022-08-31
1684,1466,4,97,1,10,25713,2022-09-19
1685,1430,7,41,48,1,38639,2023-11-01
1686,1153,6,96,8,14,26312,2024-11-23
1687,1179,1,12,23,5,32122,2022-04-19
1688,1381,1,76,8,8,7710,2023-04-15
1689,1354,5,34,37,19,43713,2022-12-14
1690,1418,7,11,33,9,35055,2024-09-20
1691,1099,7,22,30,4,45497,2024-01-31
1692,1418,3,56,45,14,3924,2023-03-23
1693,1450,1,39,21,11,41520,2023-07-24
1694,1160,4,10,37,9,31524,2023-06-03
1695,1415,2,13,35,14,15431,2022-05-29
1696,1363,1,28,25,2,5809,2022-01-03
1697,1296,1,4,42,19,41965,2022-02-24
1698,1080,1,40,2,13,10844,2023-08-05
1699,1271,5,41,17,15,10985,2022-01-23
1700,1261,7,34,24,6,44381,2023-07-14
1701,1359,3,47,33,5,39981,2023-12-16
1702,1154,7,34,48,10,20995,2022-10-24
1703,1196,3,59,43,10,18228,2022-06-09
1704,1490,8,11,18,1,14504,2022-11-24
1705,1434,2,7,34,11,27777,2023-01-03
1706,1328,7,50,44,17,23043,2024-06-13
1707,1021,7,60,10,9,19468,2022-02-27
1708,1342,7,30,47,2,34772,2024-06-12
1709,1411,3,51,48,15,36406,2023-11-23
1710,1355,3,38,41,18,32743,2022-01-01
1711,1165,1,51,44,4,29974,2023-03-29
1712,1113,8,84,33,17,3898,2024-04-27
1713,1444,4,88,46,13,17808,2024-01-10
1714,1445,2,42,13,7,22513,2022-05-15
1715,1403,8,78,42,2,16997,2022-09-08
1716,1367,2,85,37,6,36122,2023-10-16
1717,1104,5,56,40,13,8522,2023-12-03
1718,1083,1,33,44,2,18893,2023-08-01
1719,1319,5,73,34,2,11137,2022-08-11
1720,1093,5,76,22,13,14574,2024-09-01
1721,1413,1,57,32,8,31446,2022-01-17
1722,1383,6,56,2,9,46822,2022-07-08
1723,1432,1,19,18,3,22664,2022-12-19
1724,1240,8,95,26,18,8421,2023-11-16
1725,1344,3,54,21,13,30909,2022-10-04
1726,1262,2,19,36,5,18338,2024-09-15
1727,1100,8,80,16,12,45357,2024-09-11
1728,1042,3,77,41,18,20327,2024-12-28
1729,1061,6,16,11,17,13040,2023-01-27
1730,1247,1,22,40,9,17579,2024-10-10
1731,1411,1,87,14,1,22163,2024-09-19
1732,1089,8,46,37,13,2882,2022-08-20
1733,1334,2,6,12,14,10795,2024-09-11
1734,1294,5,82,40,14,27494,2023-03-06
1735,1334,4,75,18,5,40450,2023-02-18
1736,1480,2,52,43,6,13211,2024-11-18
1737,1322,8,64,38,13,41890,2022-10-30
1738,1209,1,39,50,6,20310,2023-04-20
1739,1396,3,13,12,2,15640,2023-04-23
1740,1059,6,30,38,9,19875,2024-04-25
1741,1093,7,6,32,5,48606,2024-04-21
1742,1340,8,53,20,13,41239,2023-02-24
1743,1417,3,88,15,12,48687,2022-10-27
1744,1239,5,96,16,4,38690,2024-03-09
1745,1168,5,58,41,17,31195,2024-06-27
1746,1225,6,62,14,15,14610,2022-06-25
1747,1196,4,36,48,17,38500,2022-08-05
1748,1388,8,54,29,14,18531,2024-07-26
1749,1435,7,24,2,8,13325,2022-12-03
1750,1134,5,76,41,17,11562,2024-03-11
1751,1376,1,99,40,15,9787,2023-05-05
1752,1425,7,48,17,16,38210,2022-01-18
1753,1156,2,70,35,3,35834,2023-04-13
1754,1467,4,73,23,16,45456,2024-03-09
1755,1146,6,98,31,18,34882,2023-01-14
1756,1355,5,48,49,15,5431,2024-08-22
1757,1489,7,41,25,14,43195,2022-07-17
1758,1399,7,42,47,16,39355,2022-06-04
1759,1390,7,82,41,12,9977,2022-05-24
1760,1383,1,32,46,10,17946,2023-12-26
1761,1264,8,13,3,1,4851,2023-11-05
1762,1078,1,28,41,1,27311,2022-08-25
1763,1319,2,82,11,2,7365,2024-04-25
1764,1481,7,41,47,1,34953,2024-01-22
1765,1168,5,19,43,18,1294,2023-10-31
1766,1117,4,61,13,9,49669,2023-05-07
1767,1406,7,9,50,11,1297,2023-05-06
1768,1004,8,72,17,5,3281,2023-04-10
1769,1301,4,7,23,7,28250,2024-02-27
1770,1393,8,90,8,9,17958,2023-02-16
1771,1060,7,13,26,6,15744,2023-07-25
1772,1258,2,13,18,17,24738,2024-01-24
1773,1018,2,43,20,8,37215,2022-07-04
1774,1211,1,86,36,18,21110,2022-09-26
1775,1038,7,82,11,10,38352,2024-10-08
1776,1155,6,60,22,2,14114,2023-02-05
1777,1065,7,100,18,19,4895,2024-08-26
1778,1212,5,69,37,12,48402,2023-06-18
1779,1473,3,65,29,12,12362,2022-10-22
1780,1200,8,30,24,13,39499,2022-06-02
1781,1206,5,13,46,7,35561,2024-03-02
1782,1320,7,18,49,3,28564,2024-12-24
1783,1023,1,93,33,19,27783,2023-12-24
1784,1072,3,51,4,13,36614,2023-09-02
